Date,Order_ID,Customer_ID,Category,Product,Quantity,Price,Revenue,Region
2025-05-25,ORD02459,CUST2932,Books,Fiction,1,1055.26,1055.26,East
2025-05-25,ORD01010,CUST1078,Clothing,Jacket,2,651.43,1302.85,North
2025-05-25,ORD01433,CUST1691,Sports,Yoga Mat,2,3608.32,7216.64,South
2025-05-25,ORD01205,CUST1502,Electronics,Smartphone,2,68249.93,136499.85,West
2025-05-25,ORD04935,CUST2730,Home & Kitchen,Blender,5,14581.4,72906.98,East
2025-05-25,ORD03578,CUST2127,Sports,Running Shoes,1,5794.22,5794.22,West
2025-05-25,ORD00154,CUST2745,Sports,Dumbbells,1,1520.78,1520.78,South
2025-05-25,ORD04416,CUST2756,Sports,Yoga Mat,1,9365.75,9365.75,West
2025-05-25,ORD03595,CUST2165,Books,Non-Fiction,1,501.27,501.27,North
2025-05-26,ORD01258,CUST2388,Sports,Yoga Mat,3,5100.02,15300.07,North
2025-05-26,ORD00341,CUST2016,Electronics,Smartphone,2,13493.26,26986.52,Central
2025-05-26,ORD03166,CUST2994,Electronics,Headphones,4,42419.31,169677.23,South
2025-05-27,ORD00579,CUST1366,Electronics,Tablet,1,17854.87,17854.87,East
2025-05-27,ORD00234,CUST1855,Electronics,Headphones,1,11736.66,11736.66,Central
2025-05-27,ORD03995,CUST2183,Sports,Running Shoes,1,2566.55,2566.55,West
2025-05-27,ORD02496,CUST2312,Sports,Dumbbells,2,2478.83,4957.66,South
2025-05-27,ORD00583,CUST2145,Electronics,Headphones,1,24441.15,24441.15,East
2025-05-27,ORD01374,CUST1834,Books,Biography,2,394.74,789.47,South
2025-05-27,ORD03580,CUST1746,Electronics,Laptop,2,66327.45,132654.9,West
2025-05-27,ORD04789,CUST2215,Home & Kitchen,Air Fryer,1,4735.29,4735.29,East
2025-05-27,ORD02313,CUST2264,Books,Fiction,3,876.73,2630.19,South
2025-05-27,ORD02689,CUST1730,Electronics,Smartphone,2,37503.4,75006.79,North
2025-05-27,ORD02629,CUST2281,Sports,Dumbbells,2,7621.07,15242.14,Central
2025-05-27,ORD00096,CUST1039,Home & Kitchen,Air Fryer,1,13811.38,13811.38,Central
2025-05-27,ORD00456,CUST1697,Books,Comics,1,548.82,548.82,East
2025-05-27,ORD03765,CUST1759,Clothing,Jeans,1,3167.65,3167.65,East
2025-05-28,ORD00986,CUST1685,Home & Kitchen,Air Fryer,1,14905.16,14905.16,South
2025-05-28,ORD00042,CUST1771,Sports,Yoga Mat,2,3599.09,7198.19,Central
2025-05-28,ORD01138,CUST1552,Home & Kitchen,Blender,4,1358.85,5435.41,Central
2025-05-28,ORD00424,CUST1298,Sports,Bicycle,4,3121.32,12485.28,West
2025-05-28,ORD02149,CUST2360,Clothing,T-Shirt,5,2951.51,14757.54,Central
2025-05-29,ORD00979,CUST2352,Electronics,Headphones,3,40746.81,122240.44,North
2025-05-29,ORD01132,CUST2837,Electronics,Smartphone,1,35636.55,35636.55,Central
2025-05-29,ORD00143,CUST2489,Electronics,Tablet,1,11508.72,11508.72,South
2025-05-29,ORD01584,CUST2673,Home & Kitchen,Air Fryer,1,8936.59,8936.59,East
2025-05-29,ORD01664,CUST1575,Home & Kitchen,Cookware,3,2711.54,8134.62,West
2025-05-29,ORD02970,CUST1021,Sports,Bicycle,2,3209.36,6418.71,South
2025-05-29,ORD02598,CUST2761,Electronics,Headphones,1,71563.19,71563.19,West
2025-05-29,ORD02877,CUST2738,Clothing,Jeans,3,4888.02,14664.05,South
2025-05-29,ORD01988,CUST2405,Books,Fiction,5,1193.21,5966.04,West
2025-05-29,ORD04505,CUST2732,Clothing,T-Shirt,1,3857.46,3857.46,Central
2025-05-29,ORD01451,CUST2438,Books,Non-Fiction,1,1119.82,1119.82,North
2025-05-30,ORD04218,CUST1029,Books,Biography,2,1101.76,2203.53,West
2025-05-30,ORD00650,CUST1474,Sports,Bicycle,3,3337.39,10012.16,South
2025-05-30,ORD01280,CUST1517,Clothing,Jacket,1,1052.78,1052.78,West
2025-05-30,ORD01330,CUST2571,Home & Kitchen,Air Fryer,2,13909.84,27819.68,Central
2025-05-30,ORD01939,CUST2618,Home & Kitchen,Coffee Maker,3,11826.94,35480.83,West
2025-05-30,ORD00835,CUST2668,Home & Kitchen,Blender,1,1626.52,1626.52,Central
2025-05-30,ORD02086,CUST1631,Books,Fiction,2,1102.18,2204.36,North
2025-05-30,ORD02817,CUST1121,Electronics,Headphones,3,31774.59,95323.77,North
2025-05-31,ORD04193,CUST1869,Clothing,Dress,2,4913.63,9827.27,North
2025-05-31,ORD04112,CUST2521,Electronics,Headphones,2,23948.62,47897.25,North
2025-05-31,ORD04571,CUST1814,Sports,Tennis Racket,2,808.06,1616.13,South
2025-05-31,ORD03247,CUST1229,Sports,Yoga Mat,1,5222.74,5222.74,Central
2025-05-31,ORD02769,CUST2718,Clothing,Jeans,1,1265.97,1265.97,Central
2025-05-31,ORD03457,CUST1246,Clothing,Jacket,2,3142.0,6284.0,West
2025-05-31,ORD02648,CUST1464,Electronics,Laptop,3,54217.51,162652.52,West
2025-05-31,ORD04628,CUST2880,Electronics,Headphones,2,14155.98,28311.95,East
2025-05-31,ORD00276,CUST2927,Home & Kitchen,Blender,2,10244.7,20489.4,Central
2025-05-31,ORD03662,CUST2054,Sports,Running Shoes,1,3138.28,3138.28,East
2025-05-31,ORD03734,CUST2850,Electronics,Headphones,2,29032.64,58065.28,South
2025-05-31,ORD02560,CUST1494,Books,Non-Fiction,1,1091.17,1091.17,North
2025-06-01,ORD00351,CUST1332,Home & Kitchen,Air Fryer,1,5661.39,5661.39,North
2025-06-01,ORD03202,CUST1787,Clothing,Jacket,1,1457.11,1457.11,Central
2025-06-01,ORD03164,CUST2999,Electronics,Tablet,1,59406.17,59406.17,Central
2025-06-01,ORD00609,CUST1833,Books,Non-Fiction,1,557.38,557.38,South
2025-06-01,ORD02583,CUST2360,Electronics,Headphones,1,17914.14,17914.14,East
2025-06-01,ORD01692,CUST2421,Clothing,T-Shirt,3,4532.07,13596.21,North
2025-06-01,ORD00232,CUST2857,Sports,Running Shoes,2,8882.89,17765.77,South
2025-06-01,ORD03881,CUST1533,Electronics,Tablet,5,47714.09,238570.43,Central
2025-06-01,ORD00744,CUST1057,Clothing,Jeans,1,2751.5,2751.5,Central
2025-06-01,ORD04830,CUST2779,Home & Kitchen,Blender,2,7332.15,14664.31,South
2025-06-01,ORD00849,CUST1621,Electronics,Tablet,1,78201.04,78201.04,East
2025-06-01,ORD00148,CUST2617,Books,Comics,3,602.5,1807.51,West
2025-06-02,ORD04593,CUST2910,Sports,Tennis Racket,1,6049.99,6049.99,South
2025-06-02,ORD02988,CUST2236,Books,Biography,1,1048.27,1048.27,Central
2025-06-02,ORD00403,CUST1256,Clothing,Jeans,1,4495.27,4495.27,South
2025-06-02,ORD02122,CUST2293,Books,Textbook,1,718.29,718.29,North
2025-06-02,ORD02415,CUST1987,Clothing,Dress,1,4845.6,4845.6,North
2025-06-03,ORD02311,CUST1129,Electronics,Tablet,1,55418.94,55418.94,East
2025-06-03,ORD03354,CUST1576,Electronics,Smartwatch,1,71856.0,71856.0,East
2025-06-03,ORD01873,CUST1224,Sports,Tennis Racket,1,2272.51,2272.51,West
2025-06-03,ORD00793,CUST1874,Sports,Dumbbells,1,9311.83,9311.83,South
2025-06-03,ORD04380,CUST2781,Clothing,Jeans,1,3047.79,3047.79,East
2025-06-03,ORD03554,CUST1432,Books,Fiction,1,406.12,406.12,East
2025-06-03,ORD01704,CUST1046,Electronics,Smartphone,4,18947.24,75788.97,South
2025-06-03,ORD04697,CUST1567,Electronics,Headphones,2,19294.57,38589.14,South
2025-06-03,ORD01422,CUST1578,Clothing,Dress,1,4947.75,4947.75,South
2025-06-03,ORD03196,CUST2785,Books,Fiction,1,1843.79,1843.79,Central
2025-06-03,ORD04254,CUST2578,Home & Kitchen,Blender,1,10408.82,10408.82,Central
2025-06-03,ORD02278,CUST2739,Home & Kitchen,Coffee Maker,1,12086.24,12086.24,East
2025-06-03,ORD02887,CUST1881,Home & Kitchen,Vacuum,3,2762.56,8287.69,Central
2025-06-03,ORD02856,CUST2418,Electronics,Smartphone,1,65515.1,65515.1,East
2025-06-04,ORD02948,CUST2607,Electronics,Smartwatch,2,44621.91,89243.82,West
2025-06-04,ORD01168,CUST2021,Books,Textbook,1,1467.71,1467.71,North
2025-06-04,ORD00693,CUST1708,Sports,Dumbbells,2,8842.09,17684.19,East
2025-06-04,ORD03262,CUST2574,Home & Kitchen,Air Fryer,2,3453.19,6906.37,Central
2025-06-04,ORD00104,CUST1224,Electronics,Headphones,2,56873.26,113746.51,East
2025-06-04,ORD04698,CUST1907,Electronics,Laptop,1,71104.78,71104.78,East
2025-06-04,ORD04754,CUST2498,Home & Kitchen,Air Fryer,1,6056.29,6056.29,West
2025-06-04,ORD01878,CUST1176,Clothing,T-Shirt,2,1745.01,3490.03,North
2025-06-05,ORD00130,CUST2349,Clothing,Dress,2,4157.83,8315.66,Central
2025-06-05,ORD01727,CUST1212,Electronics,Smartwatch,5,48756.16,243780.79,East
2025-06-05,ORD02606,CUST1397,Sports,Tennis Racket,1,3566.96,3566.96,East
2025-06-05,ORD03658,CUST1698,Home & Kitchen,Air Fryer,1,3530.36,3530.36,Central
2025-06-05,ORD03661,CUST2332,Books,Comics,2,429.7,859.4,West
2025-06-05,ORD02495,CUST2669,Clothing,Jeans,4,4871.65,19486.59,South
2025-06-05,ORD02514,CUST2373,Sports,Running Shoes,1,1041.56,1041.56,East
2025-06-05,ORD04630,CUST1309,Clothing,Jeans,2,1320.79,2641.58,South
2025-06-05,ORD04661,CUST1799,Electronics,Smartphone,1,74298.33,74298.33,Central
2025-06-06,ORD02062,CUST1263,Clothing,Dress,2,1251.38,2502.76,East
2025-06-06,ORD04814,CUST1193,Home & Kitchen,Blender,1,10842.68,10842.68,West
2025-06-06,ORD00275,CUST1634,Clothing,Shoes,2,4356.28,8712.55,Central
2025-06-06,ORD04715,CUST1146,Sports,Bicycle,1,4541.64,4541.64,East
2025-06-06,ORD01094,CUST1704,Electronics,Smartwatch,4,20797.38,83189.52,Central
2025-06-06,ORD01793,CUST2900,Home & Kitchen,Cookware,5,7424.83,37124.16,West
2025-06-06,ORD02303,CUST1208,Electronics,Tablet,2,28267.84,56535.68,East
2025-06-06,ORD02180,CUST2381,Books,Biography,1,740.29,740.29,South
2025-06-06,ORD00633,CUST1148,Sports,Running Shoes,1,5488.84,5488.84,North
2025-06-06,ORD02270,CUST2451,Clothing,T-Shirt,1,4383.81,4383.81,North
2025-06-06,ORD04737,CUST1098,Books,Textbook,2,750.72,1501.44,North
2025-06-06,ORD00173,CUST2888,Home & Kitchen,Air Fryer,2,1408.38,2816.76,East
2025-06-06,ORD04375,CUST2876,Clothing,Jeans,1,2398.48,2398.48,North
2025-06-07,ORD03185,CUST2053,Electronics,Headphones,2,52440.03,104880.07,West
2025-06-07,ORD04502,CUST1498,Electronics,Smartwatch,1,73740.3,73740.3,North
2025-06-07,ORD03221,CUST2654,Electronics,Tablet,3,15760.95,47282.84,North
2025-06-07,ORD03907,CUST1594,Books,Biography,2,544.97,1089.94,South
2025-06-07,ORD00028,CUST1935,Clothing,Jeans,1,3090.49,3090.49,West
2025-06-07,ORD02947,CUST1142,Clothing,Jeans,2,4833.79,9667.58,West
2025-06-07,ORD01378,CUST2458,Sports,Tennis Racket,1,4443.24,4443.24,North
2025-06-07,ORD00571,CUST2550,Clothing,Jacket,2,3511.33,7022.65,North
2025-06-07,ORD04161,CUST1744,Books,Biography,1,1241.47,1241.47,West
2025-06-08,ORD00307,CUST2684,Home & Kitchen,Air Fryer,3,3659.06,10977.18,Central
2025-06-08,ORD04320,CUST2935,Sports,Dumbbells,3,7415.05,22245.14,North
2025-06-08,ORD02867,CUST1529,Home & Kitchen,Air Fryer,1,5601.76,5601.76,West
2025-06-08,ORD02294,CUST1242,Books,Biography,1,1651.55,1651.55,East
2025-06-08,ORD02680,CUST1318,Home & Kitchen,Cookware,2,5331.14,10662.27,East
2025-06-08,ORD01432,CUST1241,Electronics,Tablet,1,5424.73,5424.73,East
2025-06-08,ORD01662,CUST1530,Electronics,Laptop,1,46225.23,46225.23,North
2025-06-09,ORD00264,CUST1854,Electronics,Smartwatch,2,55401.48,110802.96,West
2025-06-09,ORD04542,CUST2611,Electronics,Headphones,2,36088.32,72176.64,North
2025-06-09,ORD00816,CUST2924,Electronics,Laptop,1,14905.01,14905.01,West
2025-06-09,ORD02257,CUST1105,Home & Kitchen,Vacuum,1,13154.05,13154.05,East
2025-06-09,ORD01501,CUST1812,Books,Non-Fiction,1,413.12,413.12,West
2025-06-09,ORD00137,CUST1296,Clothing,Jeans,5,510.46,2552.28,South
2025-06-09,ORD01946,CUST2771,Electronics,Smartphone,2,71574.35,143148.71,Central
2025-06-09,ORD02712,CUST2930,Electronics,Smartphone,1,54121.11,54121.11,Central
2025-06-09,ORD01790,CUST1242,Electronics,Tablet,2,7281.67,14563.35,North
2025-06-09,ORD01286,CUST2610,Sports,Yoga Mat,2,8211.28,16422.56,South
2025-06-09,ORD01974,CUST1332,Sports,Dumbbells,2,1043.21,2086.41,South
2025-06-09,ORD04402,CUST1671,Home & Kitchen,Vacuum,1,13923.32,13923.32,North
2025-06-09,ORD00957,CUST2715,Electronics,Smartphone,2,65131.06,130262.11,Central
2025-06-09,ORD03328,CUST2497,Electronics,Tablet,2,73696.74,147393.49,Central
2025-06-09,ORD01606,CUST1961,Clothing,Shoes,1,709.86,709.86,North
2025-06-09,ORD02696,CUST2456,Sports,Tennis Racket,1,4868.53,4868.53,South
2025-06-09,ORD03040,CUST1116,Home & Kitchen,Vacuum,1,3739.54,3739.54,East
2025-06-10,ORD02072,CUST2171,Sports,Running Shoes,1,7445.22,7445.22,Central
2025-06-10,ORD00549,CUST2371,Clothing,Shoes,5,2215.53,11077.67,South
2025-06-10,ORD00048,CUST2475,Clothing,T-Shirt,3,4090.12,12270.36,West
2025-06-10,ORD00551,CUST2915,Clothing,T-Shirt,2,1534.63,3069.27,South
2025-06-10,ORD04462,CUST2729,Electronics,Laptop,3,17738.74,53216.22,Central
2025-06-10,ORD01643,CUST2704,Clothing,Dress,2,2799.74,5599.47,East
2025-06-10,ORD01394,CUST1110,Electronics,Laptop,4,36750.23,147000.93,East
2025-06-10,ORD04694,CUST1907,Electronics,Laptop,4,14034.9,56139.61,East
2025-06-10,ORD03231,CUST2141,Electronics,Laptop,2,24736.34,49472.69,East
2025-06-10,ORD02594,CUST1900,Clothing,T-Shirt,3,2905.76,8717.27,West
2025-06-11,ORD00097,CUST1116,Electronics,Smartwatch,2,43870.98,87741.96,South
2025-06-11,ORD00296,CUST2103,Sports,Running Shoes,1,6990.17,6990.17,North
2025-06-11,ORD03139,CUST1616,Electronics,Smartwatch,2,38854.24,77708.48,South
2025-06-11,ORD02701,CUST2475,Electronics,Headphones,1,55636.21,55636.21,North
2025-06-11,ORD04517,CUST2521,Electronics,Smartphone,1,72808.31,72808.31,South
2025-06-11,ORD00734,CUST2986,Books,Textbook,1,1108.53,1108.53,Central
2025-06-11,ORD02905,CUST1712,Electronics,Headphones,1,78636.25,78636.25,East
2025-06-11,ORD02805,CUST2176,Clothing,Shoes,2,4528.16,9056.32,South
2025-06-11,ORD00480,CUST2194,Books,Fiction,2,660.84,1321.68,Central
2025-06-11,ORD02557,CUST1486,Sports,Dumbbells,3,4876.65,14629.96,East
2025-06-11,ORD02246,CUST2652,Sports,Dumbbells,3,4974.09,14922.27,Central
2025-06-12,ORD00674,CUST2067,Electronics,Laptop,1,45719.48,45719.48,North
2025-06-12,ORD02094,CUST2550,Clothing,Jeans,2,2930.01,5860.01,Central
2025-06-12,ORD03692,CUST2712,Home & Kitchen,Coffee Maker,4,14848.6,59394.39,West
2025-06-12,ORD00863,CUST1309,Home & Kitchen,Air Fryer,1,9352.83,9352.83,North
2025-06-12,ORD04364,CUST2012,Books,Textbook,5,404.39,2021.96,West
2025-06-12,ORD04973,CUST1072,Home & Kitchen,Cookware,1,11684.51,11684.51,West
2025-06-12,ORD02043,CUST1524,Electronics,Tablet,1,30743.64,30743.64,North
2025-06-12,ORD00018,CUST1342,Electronics,Smartphone,1,35173.03,35173.03,Central
2025-06-13,ORD01317,CUST2888,Home & Kitchen,Air Fryer,2,7010.48,14020.96,North
2025-06-13,ORD04122,CUST1977,Electronics,Headphones,1,46668.14,46668.14,Central
2025-06-13,ORD01540,CUST1310,Sports,Running Shoes,2,1448.92,2897.84,West
2025-06-13,ORD00934,CUST2421,Electronics,Headphones,2,45004.62,90009.23,West
2025-06-13,ORD01733,CUST2031,Clothing,Shoes,2,2782.73,5565.46,Central
2025-06-14,ORD00475,CUST2283,Electronics,Tablet,1,36183.11,36183.11,North
2025-06-14,ORD02134,CUST1332,Books,Textbook,1,984.89,984.89,East
2025-06-14,ORD03442,CUST2751,Home & Kitchen,Air Fryer,2,5582.11,11164.22,East
2025-06-14,ORD01052,CUST2826,Home & Kitchen,Coffee Maker,1,12136.47,12136.47,South
2025-06-15,ORD01826,CUST1203,Electronics,Laptop,2,24453.8,48907.6,Central
2025-06-15,ORD02767,CUST1772,Electronics,Smartwatch,2,19261.54,38523.08,East
2025-06-15,ORD03999,CUST1522,Electronics,Smartphone,1,72236.34,72236.34,Central
2025-06-15,ORD00189,CUST2385,Sports,Tennis Racket,1,8203.88,8203.88,East
2025-06-15,ORD02691,CUST2673,Electronics,Tablet,2,78349.98,156699.97,East
2025-06-16,ORD02015,CUST1948,Clothing,Jeans,1,2696.7,2696.7,North
2025-06-16,ORD03797,CUST1696,Books,Comics,1,373.24,373.24,Central
2025-06-16,ORD01613,CUST2821,Home & Kitchen,Vacuum,4,11341.14,45364.55,West
2025-06-16,ORD00302,CUST2848,Clothing,Jacket,5,3305.35,16526.76,Central
2025-06-16,ORD03763,CUST1383,Home & Kitchen,Air Fryer,4,2185.1,8740.4,North
2025-06-16,ORD04174,CUST2786,Home & Kitchen,Blender,1,8899.24,8899.24,West
2025-06-16,ORD03841,CUST1822,Electronics,Smartphone,5,48792.03,243960.14,Central
2025-06-16,ORD03251,CUST1733,Electronics,Laptop,4,72938.02,291752.09,North
2025-06-16,ORD03892,CUST1679,Clothing,Shoes,3,4430.64,13291.92,East
2025-06-16,ORD00634,CUST1387,Clothing,Dress,2,3662.32,7324.64,South
2025-06-16,ORD00701,CUST1255,Electronics,Smartphone,3,62631.58,187894.74,North
2025-06-16,ORD02102,CUST1334,Electronics,Smartphone,1,23962.72,23962.72,West
2025-06-16,ORD00637,CUST1959,Books,Non-Fiction,1,567.63,567.63,South
2025-06-16,ORD01415,CUST2486,Home & Kitchen,Cookware,2,14863.33,29726.66,South
2025-06-17,ORD02359,CUST1029,Clothing,Shoes,1,1869.4,1869.4,North
2025-06-17,ORD00758,CUST1714,Home & Kitchen,Air Fryer,2,13835.29,27670.58,East
2025-06-17,ORD01508,CUST1535,Books,Textbook,1,789.07,789.07,East
2025-06-17,ORD04913,CUST1329,Electronics,Smartwatch,3,75512.7,226538.1,South
2025-06-17,ORD02475,CUST2747,Electronics,Laptop,3,6328.62,18985.85,South
2025-06-18,ORD00164,CUST2221,Sports,Dumbbells,3,6531.83,19595.5,East
2025-06-18,ORD03186,CUST1431,Clothing,Shoes,1,3596.78,3596.78,West
2025-06-18,ORD03274,CUST2008,Clothing,Dress,1,2396.55,2396.55,East
2025-06-18,ORD03478,CUST1156,Clothing,Dress,2,2495.84,4991.68,North
2025-06-18,ORD01751,CUST1929,Home & Kitchen,Coffee Maker,2,3859.75,7719.49,West
2025-06-18,ORD00502,CUST1985,Home & Kitchen,Vacuum,2,8110.56,16221.13,East
2025-06-18,ORD01628,CUST2383,Clothing,T-Shirt,5,4144.42,20722.11,East
2025-06-18,ORD01114,CUST2071,Electronics,Headphones,5,17431.18,87155.88,Central
2025-06-18,ORD00652,CUST2515,Clothing,Dress,1,4213.89,4213.89,Central
2025-06-19,ORD04765,CUST2223,Electronics,Headphones,1,37481.55,37481.55,West
2025-06-19,ORD00825,CUST1850,Home & Kitchen,Vacuum,2,5611.83,11223.67,Central
2025-06-19,ORD03144,CUST1401,Home & Kitchen,Cookware,3,7724.04,23172.13,West
2025-06-19,ORD02085,CUST2559,Electronics,Smartphone,2,26394.77,52789.55,South
2025-06-19,ORD03572,CUST2718,Electronics,Headphones,1,14247.23,14247.23,North
2025-06-19,ORD02897,CUST1106,Books,Non-Fiction,1,406.91,406.91,South
2025-06-20,ORD01610,CUST1746,Electronics,Tablet,5,28668.0,143339.99,South
2025-06-20,ORD03899,CUST2076,Electronics,Tablet,5,55064.6,275322.99,East
2025-06-20,ORD04291,CUST2915,Electronics,Smartwatch,2,5018.07,10036.13,West
2025-06-20,ORD04157,CUST2286,Books,Biography,3,477.21,1431.62,East
2025-06-20,ORD01530,CUST1707,Electronics,Smartphone,3,22985.88,68957.63,East
2025-06-20,ORD03243,CUST2325,Books,Fiction,2,1227.85,2455.7,North
2025-06-20,ORD01641,CUST2632,Clothing,T-Shirt,1,4472.65,4472.65,West
2025-06-20,ORD01176,CUST2238,Electronics,Smartphone,3,7329.62,21988.87,West
2025-06-20,ORD00303,CUST1626,Clothing,T-Shirt,2,887.52,1775.04,South
2025-06-20,ORD04355,CUST1479,Home & Kitchen,Vacuum,1,13892.07,13892.07,East
2025-06-20,ORD02142,CUST1688,Books,Fiction,3,1383.45,4150.35,Central
2025-06-20,ORD00120,CUST1357,Electronics,Headphones,1,66594.46,66594.46,North
2025-06-20,ORD01041,CUST2968,Electronics,Smartwatch,4,23993.4,95973.61,South
2025-06-20,ORD02222,CUST1570,Clothing,Jeans,2,3199.41,6398.81,South
2025-06-21,ORD00066,CUST2345,Electronics,Laptop,1,73219.65,73219.65,East
2025-06-21,ORD00928,CUST1831,Clothing,T-Shirt,2,4243.21,8486.42,Central
2025-06-21,ORD00288,CUST2726,Home & Kitchen,Vacuum,4,4659.56,18638.25,South
2025-06-21,ORD01180,CUST2722,Electronics,Tablet,2,74311.1,148622.19,South
2025-06-21,ORD00782,CUST2081,Sports,Tennis Racket,1,9788.27,9788.27,Central
2025-06-21,ORD03294,CUST1939,Books,Comics,4,1221.57,4886.27,East
2025-06-21,ORD01002,CUST2207,Electronics,Headphones,3,10472.62,31417.87,South
2025-06-21,ORD02439,CUST2719,Books,Fiction,2,1297.21,2594.42,West
2025-06-21,ORD01304,CUST2848,Books,Fiction,2,791.92,1583.84,Central
2025-06-21,ORD04392,CUST2465,Electronics,Headphones,1,28874.55,28874.55,South
2025-06-21,ORD02470,CUST1952,Sports,Yoga Mat,2,1707.63,3415.27,East
2025-06-21,ORD02442,CUST2105,Sports,Dumbbells,2,4236.83,8473.66,West
2025-06-21,ORD04208,CUST1837,Electronics,Laptop,1,29596.62,29596.62,West
2025-06-21,ORD01876,CUST1701,Electronics,Smartphone,2,33586.07,67172.15,Central
2025-06-22,ORD02738,CUST2453,Electronics,Tablet,1,42879.78,42879.78,West
2025-06-22,ORD03972,CUST1666,Electronics,Smartwatch,2,12763.5,25526.99,North
2025-06-22,ORD04825,CUST1996,Sports,Yoga Mat,1,1092.76,1092.76,East
2025-06-22,ORD04213,CUST1316,Books,Biography,2,1753.08,3506.16,Central
2025-06-22,ORD02934,CUST2988,Books,Biography,4,1811.83,7247.34,West
2025-06-22,ORD02049,CUST1840,Home & Kitchen,Cookware,1,6307.95,6307.95,North
2025-06-22,ORD04689,CUST1349,Sports,Running Shoes,2,7758.01,15516.03,North
2025-06-22,ORD01483,CUST2165,Books,Comics,3,1286.56,3859.68,West
2025-06-22,ORD01864,CUST1108,Home & Kitchen,Vacuum,1,5308.49,5308.49,North
2025-06-22,ORD04806,CUST2094,Sports,Bicycle,2,9588.29,19176.58,Central
2025-06-22,ORD00748,CUST2446,Electronics,Tablet,1,28553.3,28553.3,Central
2025-06-22,ORD03134,CUST1394,Books,Comics,1,1287.22,1287.22,East
2025-06-23,ORD02060,CUST1771,Electronics,Laptop,1,25040.55,25040.55,East
2025-06-23,ORD02775,CUST2315,Home & Kitchen,Coffee Maker,3,10993.32,32979.96,Central
2025-06-23,ORD03936,CUST2290,Books,Textbook,3,1281.1,3843.31,West
2025-06-23,ORD00364,CUST2999,Books,Fiction,2,393.04,786.09,North
2025-06-23,ORD04961,CUST1498,Electronics,Laptop,3,17368.01,52104.02,East
2025-06-23,ORD02985,CUST2459,Home & Kitchen,Blender,2,14788.66,29577.32,South
2025-06-23,ORD03771,CUST2641,Clothing,Dress,1,1007.57,1007.57,East
2025-06-23,ORD01580,CUST2948,Sports,Yoga Mat,5,2538.13,12690.66,East
2025-06-23,ORD02199,CUST1436,Home & Kitchen,Coffee Maker,4,11950.72,47802.87,East
2025-06-23,ORD00049,CUST2016,Clothing,Jacket,1,3637.25,3637.25,South
2025-06-23,ORD04910,CUST1220,Electronics,Laptop,1,25412.11,25412.11,North
2025-06-23,ORD04835,CUST1448,Electronics,Headphones,2,58584.07,117168.13,North
2025-06-23,ORD04432,CUST1164,Clothing,Jacket,2,1567.55,3135.09,West
2025-06-24,ORD03011,CUST1507,Home & Kitchen,Blender,1,9719.46,9719.46,Central
2025-06-24,ORD01313,CUST1724,Electronics,Smartphone,1,42250.8,42250.8,Central
2025-06-24,ORD04103,CUST2889,Clothing,Shoes,4,3928.33,15713.32,West
2025-06-24,ORD04460,CUST1129,Electronics,Headphones,2,33960.05,67920.1,East
2025-06-24,ORD01760,CUST2092,Electronics,Smartphone,3,16194.64,48583.93,Central
2025-06-24,ORD00211,CUST1444,Sports,Tennis Racket,2,1509.53,3019.05,Central
2025-06-24,ORD04658,CUST1506,Electronics,Tablet,3,6738.95,20216.85,Central
2025-06-24,ORD04163,CUST1959,Electronics,Laptop,1,34283.93,34283.93,Central
2025-06-24,ORD03321,CUST2431,Home & Kitchen,Coffee Maker,2,7893.82,15787.64,North
2025-06-25,ORD04515,CUST2411,Home & Kitchen,Vacuum,3,8713.69,26141.07,West
2025-06-25,ORD01126,CUST1153,Books,Fiction,1,1257.61,1257.61,South
2025-06-25,ORD03978,CUST2310,Home & Kitchen,Vacuum,2,5819.36,11638.72,West
2025-06-25,ORD04985,CUST1227,Electronics,Tablet,2,28114.56,56229.11,West
2025-06-25,ORD01700,CUST1647,Clothing,T-Shirt,1,1352.0,1352.0,East
2025-06-25,ORD03665,CUST2769,Clothing,Jacket,1,769.69,769.69,South
2025-06-25,ORD01548,CUST1734,Clothing,T-Shirt,3,2534.46,7603.38,West
2025-06-25,ORD00321,CUST2253,Sports,Tennis Racket,1,1311.32,1311.32,East
2025-06-25,ORD00426,CUST2296,Sports,Dumbbells,2,2500.02,5000.04,West
2025-06-25,ORD03858,CUST1581,Books,Textbook,4,625.33,2501.31,Central
2025-06-26,ORD00553,CUST1075,Home & Kitchen,Coffee Maker,3,8794.25,26382.76,East
2025-06-26,ORD02993,CUST2731,Sports,Running Shoes,1,6214.16,6214.16,East
2025-06-26,ORD00915,CUST1619,Home & Kitchen,Air Fryer,1,6949.93,6949.93,East
2025-06-26,ORD03598,CUST1258,Clothing,Jeans,3,1253.9,3761.7,West
2025-06-26,ORD02593,CUST1517,Home & Kitchen,Coffee Maker,1,3625.39,3625.39,South
2025-06-26,ORD04285,CUST1680,Home & Kitchen,Coffee Maker,1,11996.38,11996.38,Central
2025-06-27,ORD01657,CUST1945,Electronics,Headphones,1,75842.03,75842.03,North
2025-06-27,ORD04912,CUST2532,Books,Comics,3,756.87,2270.61,West
2025-06-27,ORD02441,CUST1140,Home & Kitchen,Air Fryer,2,14177.1,28354.21,East
2025-06-27,ORD00327,CUST2738,Electronics,Laptop,3,53477.38,160432.15,West
2025-06-27,ORD04410,CUST1374,Electronics,Laptop,1,46706.17,46706.17,South
